	sequences per sample	iteration	180.S53.L001.R1.27	231.S73.L001.R1.49	55.S16.L001.R1.81	37.S9.L001.R1.73	218.S67.L001.R1.43	230.S72.L001.R1.48	288.S89.L001.R1.64	302.S93.L001.R1.69	80.S25.L001.R1.92	52.S15.L001.R1.80	197.S62.L001.R1.36	7.S3.L001.R1.87	133.S37.L001.R1.10	270.S85.L001.R1.60	88.S28.L001.R1.95	264.S83.L001.R1.58	216.S65.L001.R1.41	281.S87.L001.R1.62	181.S54.L001.R1.28	57.S17.L001.R1.82	63.S19.L001.R1.83	305.S96.L001.R1.72	227.S69.L001.R1.45	79.S24.L001.R1.91	178.S51.L001.R1.24	82.S26.L001.R1.93	278.S86.L001.R1.61	223.S68.L001.R1.44	122.S35.L001.R1.7	242.S77.L001.R1.53	291.S90.L001.R1.65	217.S66.L001.R1.42	183.S55.L001.R1.29	4.S2.L001.R1.74	229.S71.L001.R1.47	294.S92.L001.R1.67	176.S47.L001.R1.23	283.S88.L001.R1.63	87.S27.L001.R1.94	228.S70.L001.R1.46	292.S91.L001.R1.66	142.S41.L001.R1.14	76.S23.L001.R1.90	46.S11.L001.R1.76	166.S46.L001.R1.20	69.S20.L001.R1.86	175.S50.L001.R1.22	201.S63.L001.R1.39	51.S14.L001.R1.79	186.S78.L001.R1.31	232.S74.L001.R1.50	241.S76.L001.R1.52	252.S79.L001.R1.54	184.S56.L001.R1.30	99.S31.L001.R1.97	179.S52.L001.R1.25	199.S61.L001.R1.37	94.S29.L001.R1.96	43.S10.L001.R1.75	120.S34.L001.R1.6	187.S57.L001.R1.32	13.S5.L001.R1.8	67.S18.L001.R1.84	30.S8.L001.R1.68	134.S38.L001.R1.11	253.S80.L001.R1.55	266.S84.L001.R1.59	303.S94.L001.R1.70	68.S30.L001.R1.85	132.S36.L001.R1.9	49.S13.L001.R1.78	108.S32.L001.R1.3	304.S95.L001.R1.71	168.S48.L001.R1.21	191.S59.L001.R1.34	189.S58.L001.R1.33	109.S33.L001.R1.4	207.S64.L001.R1.40	18.S6.L001.R1.26	1.S1.L001.R1.2	20.S7.L001.R1.38	74.S22.L001.R1.89	261.S81.L001.R1.56	263.S82.L001.R1.57	135.S39.L001.R1.12	47.S12.L001.R1.77	153.S44.L001.R1.17	234.S75.L001.R1.51	73.S21.L001.R1.88	152.S43.L001.R1.16	194.S60.L001.R1.35	141.S40.L001.R1.13	158.S49.L001.R1.19	12.S4.L001.R1.5	154.S45.L001.R1.18	144.S42.L001.R1.15
alpha_rarefaction_5882_5.txt	5882	5	45.90351	96.36029	83.34527	n/a	98.14585	60.0716	43.45395	40.96045	56.01399	53.261	52.83153	84.71162	78.48981	58.68382	59.97791	51.16513	48.19144	40.13456	52.91401	47.86078	39.03129	50.15334	51.66671	39.19855	49.34908	46.77429	46.82574	46.81291	44.12741	54.61709	48.80541	47.54781	39.5635	n/a	50.10045	59.31005	49.65029	31.83606	n/a	50.14373	38.7355	53.18604	48.09796	n/a	n/a	46.23696	54.52242	49.49261	44.95684	48.75149	53.39263	n/a	47.12689	42.53927	52.66749	55.65467	57.80647	55.53161	n/a	54.50609	51.99965	53.21619	54.38397	46.9863	44.79023	52.45137	54.36456	37.09861	49.78985	53.75379	61.43689	53.90727	46.4226	49.86742	47.80489	54.06249	49.00458	48.47371	54.58836	43.9716	47.23826	n/a	53.96522	58.95635	41.15967	57.02208	50.51314	46.87798	54.34663	51.66367	44.30964	n/a	n/a	n/a	n/a	45.42482
alpha_rarefaction_5882_6.txt	5882	6	46.6154	103.56833	82.46061	n/a	97.68634	60.56112	43.98771	39.30167	57.00842	54.65158	53.19497	84.18439	80.28721	58.87753	60.65425	48.58977	51.86005	39.6802	54.27259	47.84836	38.80679	51.7545	52.05088	38.31783	50.27205	47.24978	47.67041	45.40996	42.96798	53.68798	49.92754	47.91864	40.46904	n/a	50.2543	59.44633	50.28238	32.57242	n/a	50.21457	39.47656	54.47135	48.44596	n/a	n/a	47.0633	53.42232	48.3226	45.82401	48.04726	53.12005	n/a	48.15216	42.92699	52.51875	55.6534	57.96899	56.07469	n/a	55.18296	51.45534	53.48051	56.28578	47.01029	44.66388	53.66464	54.45436	36.90855	49.01237	54.78417	60.1923	53.09791	46.22452	50.04456	47.79616	52.81814	48.83563	49.36692	55.5609	46.5742	47.72392	n/a	54.30581	57.03548	42.38784	56.37816	50.08687	48.29259	54.9484	52.39598	44.3588	n/a	n/a	n/a	n/a	46.85359
alpha_rarefaction_5882_7.txt	5882	7	46.00886	95.89733	82.5096	n/a	99.3379	59.92646	43.59491	40.95975	57.89268	52.20545	51.65436	84.80911	82.08724	57.95249	60.89403	49.38778	50.63833	40.06961	53.13499	47.93736	38.64926	50.8734	51.90952	40.47553	50.75513	47.15943	48.0931	47.09922	44.76173	53.65675	49.97647	47.4067	39.56305	n/a	51.44057	59.69963	48.90169	31.70097	n/a	50.3799	36.5209	53.71986	48.34267	n/a	n/a	46.79529	53.47814	49.42017	43.19152	48.17584	52.39773	n/a	47.49315	42.7448	52.66463	55.63234	57.43272	54.71169	n/a	55.13449	51.4125	53.50051	55.37634	47.0603	44.59688	52.86482	53.85167	36.18642	48.49518	52.90522	60.05561	53.70291	46.08414	49.24305	47.68762	53.60402	48.04579	49.62938	57.2778	45.56748	47.07171	n/a	54.57886	57.82396	41.79084	55.9683	50.59447	48.01231	55.35002	52.21788	44.51015	n/a	n/a	n/a	n/a	45.57924
alpha_rarefaction_5882_8.txt	5882	8	46.8396	99.27819	82.02616	n/a	95.99705	60.93952	45.64872	38.50116	57.40763	53.282	51.21859	81.39465	82.38535	57.54849	57.99674	49.11572	51.23534	41.1404	52.31844	48.11394	38.65979	49.9472	53.05536	38.80949	48.49248	46.30049	47.14041	45.63816	42.78124	54.77719	49.6925	47.47263	39.51579	n/a	50.90955	60.14159	49.45551	31.34262	n/a	49.90097	38.4249	55.47558	47.54292	n/a	n/a	47.36171	54.2577	48.87881	46.42979	47.58277	51.30786	n/a	47.63602	44.0449	53.61149	55.92825	57.42678	53.65041	n/a	54.89138	50.41517	53.70413	54.62241	47.74472	44.68962	52.5591	53.25004	36.6611	48.94271	55.18143	60.22796	52.5255	46.28022	51.1435	48.89939	53.59672	49.06276	48.99831	56.15936	44.8741	47.44203	n/a	52.34343	58.26826	42.18136	56.58926	51.13521	48.31463	55.12408	52.63767	43.32265	n/a	n/a	n/a	n/a	45.07819
alpha_rarefaction_5882_9.txt	5882	9	45.49706	98.64593	84.51175	n/a	96.48227	61.88924	43.2347	40.94156	56.03986	52.7394	51.58129	84.48822	80.23523	58.38863	59.42369	49.94632	48.84349	39.53544	53.98159	49.25327	37.13039	49.68196	50.97329	40.2878	48.54658	46.76315	47.45117	45.3666	44.20874	52.28946	49.194	47.88171	38.8607	n/a	53.16393	59.92208	48.00399	32.08372	n/a	51.13153	38.4402	53.82389	47.88029	n/a	n/a	46.50743	53.81521	48.80943	45.70482	48.64633	54.17107	n/a	47.54139	45.45756	52.55845	55.6146	58.19245	54.69013	n/a	54.94664	52.68309	54.4355	54.49823	47.31784	43.61924	52.16548	54.42757	36.63329	49.68153	54.36233	60.41467	53.99705	45.35899	50.02252	48.36468	53.97581	49.50005	49.92918	55.86013	46.0621	46.9523	n/a	53.9696	59.05053	41.7896	55.46658	49.52418	47.12217	55.9224	51.93496	43.73375	n/a	n/a	n/a	n/a	45.96366
alpha_rarefaction_7350_0.txt	7350	0	49.96652	109.47198	92.31521	n/a	107.52156	65.4562	47.65987	43.57252	62.11559	55.6155	56.52416	93.59231	90.44353	61.42257	63.94449	52.82842	53.64465	42.74932	57.16057	53.23313	41.24526	54.56399	55.99409	43.54643	52.40824	49.50945	52.56434	50.9726	46.98521	57.43498	53.29168	52.64162	44.24491	n/a	53.6108	62.95551	53.95713	n/a	n/a	54.41983	40.83902	58.69186	51.61721	n/a	n/a	n/a	55.96289	52.08221	47.9847	53.48814	56.14742	n/a	n/a	47.09468	56.12379	n/a	61.09147	58.73266	n/a	n/a	54.66821	56.43514	59.65597	50.91009	47.83871	56.20798	57.89658	39.60385	53.80549	58.64865	64.63348	57.75642	49.8999	54.90648	51.6107	57.19846	53.02242	52.81918	60.43418	49.33635	n/a	n/a	57.32406	62.23694	44.69848	60.5189	54.16777	52.83773	59.26083	n/a	48.05284	n/a	n/a	n/a	n/a	49.67718
alpha_rarefaction_7350_1.txt	7350	1	50.12454	110.36372	88.88689	n/a	107.97182	64.63927	47.38499	42.97595	61.08076	57.02708	57.25482	94.91096	90.21595	62.08627	63.62989	53.08332	55.61923	42.51603	58.75689	52.65849	42.13889	55.44474	54.36534	42.66187	51.52588	50.13907	51.27128	50.45903	45.79027	58.49129	52.32607	50.33998	42.09379	n/a	54.87938	63.15006	53.8277	n/a	n/a	53.89155	41.64026	58.16623	51.59323	n/a	n/a	n/a	56.08957	52.13728	49.54409	50.82937	57.18344	n/a	n/a	47.45912	56.59665	n/a	61.46185	58.55333	n/a	n/a	55.19262	58.55066	59.04573	50.98388	48.23403	56.29896	58.96683	39.79531	52.30219	58.38693	65.71819	57.75229	50.05175	53.52802	52.96942	57.73434	53.1127	52.22427	60.32851	49.04189	n/a	n/a	58.22937	62.30942	45.43459	60.001	54.52487	54.17863	60.36683	n/a	48.13066	n/a	n/a	n/a	n/a	50.47405
alpha_rarefaction_7350_2.txt	7350	2	50.92082	111.65977	88.36155	n/a	105.30821	63.56636	44.98467	43.6017	61.10361	55.23365	56.79293	96.49769	90.80933	63.47462	64.59827	53.99735	55.84327	43.86233	57.85569	52.97131	40.88202	55.26596	56.24124	43.24529	52.40049	51.17809	50.81832	51.94369	46.63094	59.79557	53.29276	52.6385	41.55174	n/a	56.27215	64.08127	53.45743	n/a	n/a	54.56832	41.59438	58.45851	51.09105	n/a	n/a	n/a	57.66064	53.98119	47.87479	51.88791	57.07344	n/a	n/a	46.14274	55.5999	n/a	61.07848	60.08146	n/a	n/a	54.17485	57.67697	59.71958	50.65144	46.86124	56.83194	59.12149	39.24007	54.17458	57.70197	65.19299	57.60063	50.71717	55.05703	51.74539	57.57699	53.08369	52.73809	60.68282	48.39627	n/a	n/a	57.70378	61.60619	46.29369	60.3644	54.15743	51.28696	59.9092	n/a	48.24715	n/a	n/a	n/a	n/a	49.67422
alpha_rarefaction_7350_3.txt	7350	3	49.46707	109.81985	91.90775	n/a	106.7052	62.52116	48.00149	43.28139	60.5879	56.49229	56.49835	91.6504	91.06439	61.34944	64.17373	52.77216	55.33438	43.06384	57.85696	52.08267	41.36215	53.076	56.51294	44.1252	52.09545	49.27288	50.4855	51.34027	47.44057	58.16462	52.17972	53.09359	42.73558	n/a	55.51771	64.79905	53.09271	n/a	n/a	53.79835	42.39496	59.4221	51.07396	n/a	n/a	n/a	56.78138	50.87392	49.59206	52.49797	54.72429	n/a	n/a	47.42953	56.825	n/a	63.70061	59.71695	n/a	n/a	55.70065	57.96306	58.91246	50.76258	47.76733	56.30944	56.86677	39.76978	54.50906	59.42946	64.40541	56.73748	50.74624	54.74909	51.80717	57.22272	53.01105	53.99523	60.74202	49.2858	n/a	n/a	58.85338	60.72685	46.11511	60.40965	53.96468	51.62777	59.40183	n/a	48.00689	n/a	n/a	n/a	n/a	51.0453
alpha_rarefaction_7350_4.txt	7350	4	49.58344	108.28435	92.28232	n/a	110.44213	63.82701	46.02039	43.32537	62.50018	56.81365	57.92029	90.49738	89.98581	62.17746	64.74791	54.10436	53.07743	42.18123	58.00914	52.20584	40.78428	54.4683	55.12875	44.29549	52.62719	52.04467	50.64191	51.59226	46.7775	58.57158	53.02928	51.40125	42.27183	n/a	54.70593	64.03323	53.53662	n/a	n/a	54.57247	42.06463	60.81088	51.59255	n/a	n/a	n/a	56.82622	52.3036	49.60252	51.96	56.36184	n/a	n/a	46.9151	56.46355	n/a	61.95556	59.38334	n/a	n/a	55.74226	57.79253	59.10163	50.64125	48.82554	56.51049	58.56093	39.59743	52.58973	58.70769	66.85313	59.9085	51.37556	53.83943	51.64845	57.59691	52.95125	53.54849	60.32657	48.26946	n/a	n/a	56.83439	61.6264	45.60855	60.77804	54.64454	53.73093	58.76942	n/a	47.70162	n/a	n/a	n/a	n/a	50.92525
alpha_rarefaction_7350_5.txt	7350	5	49.42756	108.95673	90.22418	n/a	109.07094	64.26835	47.55802	43.18135	62.93046	56.92812	58.0998	91.21671	92.30441	62.21469	63.50299	54.43198	54.06456	42.94867	56.73239	51.86206	40.27982	53.7882	55.31547	42.87846	54.47797	49.61021	50.87463	50.9482	47.19342	56.47868	53.27228	50.50097	42.59553	n/a	55.08198	64.18152	54.21619	n/a	n/a	54.04682	41.09206	59.31309	52.30427	n/a	n/a	n/a	58.61756	52.77462	48.39188	52.58264	57.43907	n/a	n/a	48.42703	56.07154	n/a	61.90151	58.37608	n/a	n/a	55.60191	57.53398	58.73853	50.80384	46.29955	56.47218	60.43481	39.51082	53.5575	57.75474	64.38058	57.26338	51.70681	55.40484	50.96348	57.5638	53.10647	52.51768	60.60054	49.12221	n/a	n/a	57.46875	62.30504	46.67973	60.69174	54.29793	52.98849	59.16622	n/a	48.68341	n/a	n/a	n/a	n/a	49.3686
alpha_rarefaction_7350_6.txt	7350	6	50.43533	107.57085	90.28138	n/a	106.09169	63.90077	47.87102	44.14431	61.36545	56.18804	57.45671	92.45327	90.36738	62.36404	63.58825	52.73635	54.23448	43.18427	57.2791	49.72925	40.86741	52.11063	55.74857	43.34556	53.12518	51.2835	50.84641	50.05458	47.82442	58.39258	54.05187	49.84596	43.10908	n/a	55.25012	64.66324	52.09189	n/a	n/a	54.40508	40.78489	59.92536	51.00438	n/a	n/a	n/a	57.25319	53.13664	48.63613	52.70535	56.36264	n/a	n/a	48.27972	56.58744	n/a	62.51915	58.64376	n/a	n/a	54.83927	58.03696	58.64478	51.01842	48.46363	57.68804	56.18774	39.1721	54.64519	56.51734	64.69852	58.5866	50.02608	54.8418	51.54559	57.29426	53.05443	52.75688	60.35158	48.27944	n/a	n/a	58.55572	62.79224	46.32903	60.85396	53.72886	53.76665	58.35416	n/a	48.0081	n/a	n/a	n/a	n/a	50.6926
alpha_rarefaction_7350_7.txt	7350	7	50.48207	109.53264	87.85753	n/a	106.62857	65.10115	48.25065	43.09722	62.4698	56.97923	57.17959	91.31519	88.58518	61.32189	65.18853	53.0569	55.88333	43.68304	56.87624	53.21568	40.30451	54.22719	54.99293	43.10219	52.93263	49.64394	50.78226	49.35317	47.30175	60.03644	52.77566	52.51896	42.93615	n/a	55.38747	64.72577	53.08578	n/a	n/a	53.63266	42.04964	59.13882	51.15742	n/a	n/a	n/a	57.50004	53.73652	49.98796	54.358	56.74022	n/a	n/a	46.63532	56.4497	n/a	61.76147	58.54893	n/a	n/a	54.92169	56.6273	61.32365	50.97646	47.9625	56.29508	58.47128	38.83735	52.53611	58.17034	65.11613	57.22198	49.46518	53.28995	50.75261	57.11114	53.0449	53.52886	60.81456	48.61364	n/a	n/a	56.83161	61.89305	46.4577	61.0984	53.65283	53.15836	59.7562	n/a	49.46003	n/a	n/a	n/a	n/a	49.25218
alpha_rarefaction_7350_8.txt	7350	8	49.37985	111.01144	89.48095	n/a	105.35785	63.172	47.51975	43.53628	60.79767	56.55934	57.80467	93.41905	89.69096	61.77331	63.15736	52.86154	53.4872	43.32901	59.51169	51.413	40.54919	54.06147	55.56323	43.82567	53.35729	50.07441	51.20547	50.562	46.01973	58.60787	52.12908	50.8925	43.42413	n/a	56.88195	63.36558	53.69091	n/a	n/a	53.68565	41.01323	58.84856	51.65838	n/a	n/a	n/a	58.04812	52.981	49.08764	52.52728	56.47696	n/a	n/a	46.69676	54.78899	n/a	62.37206	58.13674	n/a	n/a	56.01211	56.53444	58.00813	51.0333	47.39501	56.13059	59.81163	39.45172	54.09044	57.90334	64.31968	58.80601	49.98257	54.92188	51.2017	56.95833	52.93602	52.12488	60.25626	48.68876	n/a	n/a	57.93996	62.41237	45.32918	60.16172	54.10702	52.90872	59.42497	n/a	48.16936	n/a	n/a	n/a	n/a	49.85687
alpha_rarefaction_7350_9.txt	7350	9	50.99694	110.85385	89.7171	n/a	106.53349	64.31632	47.15598	44.15401	61.47984	57.56356	56.67223	93.19034	88.17267	61.61768	63.67779	53.51424	54.8665	43.07383	56.8623	51.32142	40.79026	52.62854	55.2693	42.77688	52.56455	50.63411	50.67896	50.61714	46.42492	58.45102	52.87663	51.56345	42.77837	n/a	55.97296	64.59637	51.75108	n/a	n/a	53.5467	42.01515	59.41314	51.45982	n/a	n/a	n/a	55.86046	51.26594	49.20461	51.93947	55.31971	n/a	n/a	46.97408	56.31468	n/a	62.61695	57.91765	n/a	n/a	56.2163	57.698	60.05454	50.83974	47.74842	56.7889	57.87607	39.34408	52.75536	57.31461	64.84543	58.62516	50.6742	53.21785	51.47244	57.23676	53.04582	51.69791	60.06632	48.9869	n/a	n/a	58.48245	62.99474	46.04007	60.89534	53.30901	52.28681	59.42584	n/a	47.69881	n/a	n/a	n/a	n/a	50.19749
alpha_rarefaction_8818_0.txt	8818	0	52.80749	117.85054	99.34814	n/a	117.85351	67.81281	50.77104	47.19303	64.22124	60.24934	61.61276	103.52903	96.29942	65.409	68.07829	56.68635	57.63484	45.77307	60.9839	55.81354	44.53827	56.82311	58.9035	47.07418	56.86594	53.67147	53.67972	51.35218	49.69345	61.97482	55.5627	54.71248	45.46763	n/a	57.94221	68.38495	56.63679	n/a	n/a	57.44269	44.18979	62.65954	54.57609	n/a	n/a	n/a	60.26678	55.1401	53.91318	55.28932	60.51561	n/a	n/a	48.91764	58.95151	n/a	66.41962	61.89081	n/a	n/a	59.50047	61.37015	62.92072	n/a	51.10828	59.59154	62.31703	n/a	56.15213	61.33626	70.08182	61.93702	52.84649	58.19714	54.61898	n/a	n/a	55.5747	n/a	52.07066	n/a	n/a	60.8043	66.11152	48.91683	n/a	57.36458	55.63122	62.04611	n/a	51.94181	n/a	n/a	n/a	n/a	53.21359
alpha_rarefaction_8818_1.txt	8818	1	53.29924	117.9358	100.03474	n/a	116.7749	68.60909	50.49898	46.47347	65.43629	60.21269	60.41353	100.07361	98.24854	65.5742	68.34781	58.15777	59.38798	44.46671	62.83674	55.17833	43.93106	56.97959	59.11668	45.91847	56.94021	54.0958	54.63811	53.23772	50.71853	60.42599	56.30315	54.69068	44.71443	n/a	59.26502	66.63934	56.59155	n/a	n/a	57.22588	43.92252	63.92288	54.92463	n/a	n/a	n/a	60.95833	56.4	53.07966	55.81891	61.51289	n/a	n/a	50.65946	59.85042	n/a	65.36417	62.81029	n/a	n/a	58.52543	61.13224	62.56419	n/a	51.28814	61.17714	61.60753	n/a	55.38709	62.85129	68.90316	61.84069	53.95994	57.89113	55.7282	n/a	n/a	56.20306	n/a	52.30255	n/a	n/a	61.96875	66.17542	48.38127	n/a	58.39648	56.70125	62.0195	n/a	51.39087	n/a	n/a	n/a	n/a	52.99631
alpha_rarefaction_8818_2.txt	8818	2	52.72298	120.62837	96.62622	n/a	112.32219	69.67069	50.40203	46.59898	64.04714	58.56578	61.00666	103.65396	97.97719	65.24556	68.93057	55.23411	56.86375	44.91899	61.78261	55.08636	44.49311	57.1782	59.49305	46.73834	55.74076	52.99257	53.3648	53.12114	49.94952	62.21538	57.18984	54.11403	46.75348	n/a	59.95635	67.83815	56.76141	n/a	n/a	57.07312	43.44254	63.22692	54.52225	n/a	n/a	n/a	61.21401	53.383	52.60772	55.33336	58.70927	n/a	n/a	48.78328	59.87615	n/a	66.61206	61.48706	n/a	n/a	58.85021	60.59872	64.0937	n/a	51.72635	58.63299	61.15875	n/a	57.63564	60.85762	67.64896	61.58461	54.61035	57.11268	56.21381	n/a	n/a	55.68745	n/a	51.97473	n/a	n/a	62.21608	65.98277	48.30629	n/a	57.13804	55.7822	62.39485	n/a	50.43139	n/a	n/a	n/a	n/a	52.31401
alpha_rarefaction_8818_3.txt	8818	3	53.28782	122.41292	99.90683	n/a	118.66752	66.0564	50.92046	45.52928	64.04311	60.71166	60.01321	100.88472	100.12275	65.85919	68.2996	56.25365	58.35543	45.16783	59.25577	56.13526	43.7813	56.54445	58.66404	46.5189	56.28124	54.24794	53.21353	54.22271	50.2889	61.5257	57.78266	53.9382	45.45155	n/a	60.23909	69.2855	57.20595	n/a	n/a	57.48756	45.2736	63.26536	54.26596	n/a	n/a	n/a	60.46276	55.46252	50.80356	54.36352	59.00708	n/a	n/a	51.25279	60.43339	n/a	65.8709	62.70926	n/a	n/a	58.99282	60.3878	61.91427	n/a	50.85511	61.43508	63.95987	n/a	56.47181	61.62013	69.45773	61.0615	54.14352	56.01901	54.8886	n/a	n/a	56.61183	n/a	52.51826	n/a	n/a	61.60086	66.19322	48.45216	n/a	57.64564	56.93136	62.79417	n/a	51.01186	n/a	n/a	n/a	n/a	53.04341
alpha_rarefaction_8818_4.txt	8818	4	53.60333	120.30109	98.5261	n/a	114.0966	69.51372	50.15899	46.72874	65.11838	61.70713	60.90462	100.61723	97.98309	65.43318	68.8766	57.16413	58.09487	45.63608	60.57166	56.00616	43.87615	57.46154	58.68191	46.32267	56.98473	52.35794	54.37223	53.87973	50.17811	61.83351	57.52872	54.47657	45.70618	n/a	59.14671	68.17044	57.13803	n/a	n/a	57.47143	44.1221	64.94483	53.89718	n/a	n/a	n/a	61.09521	54.71136	51.75501	55.36452	59.36064	n/a	n/a	50.16035	59.82876	n/a	66.01263	62.67116	n/a	n/a	59.7252	60.89468	63.18007	n/a	50.65326	58.68563	62.29333	n/a	56.95398	61.44415	69.91567	61.39227	52.4063	57.11504	56.14552	n/a	n/a	54.8892	n/a	52.66448	n/a	n/a	60.66727	66.63223	48.83618	n/a	57.47362	57.50207	62.33432	n/a	51.04429	n/a	n/a	n/a	n/a	53.98603
alpha_rarefaction_8818_5.txt	8818	5	52.97781	119.7588	100.9314	n/a	117.01045	68.62475	49.6415	46.31966	65.81825	60.11987	60.6731	100.97176	96.16973	66.25922	68.32937	57.75053	59.92574	45.05456	60.97565	55.10933	43.17196	57.36058	59.75446	46.40444	56.23067	54.14199	53.61379	53.39384	50.04745	60.62501	54.43057	54.36603	45.66524	n/a	58.1432	68.32924	56.00752	n/a	n/a	57.17743	44.1582	63.7556	55.64669	n/a	n/a	n/a	60.68821	56.45438	52.50053	53.86707	61.14562	n/a	n/a	50.72208	58.85224	n/a	64.66173	63.58546	n/a	n/a	58.83862	60.89038	63.3894	n/a	50.5316	60.51599	62.59415	n/a	56.41759	61.98641	68.71605	60.88501	54.07061	58.59049	55.05302	n/a	n/a	55.60294	n/a	51.99802	n/a	n/a	60.91976	66.04576	48.71703	n/a	57.13915	56.96316	62.27214	n/a	51.53463	n/a	n/a	n/a	n/a	52.99936
alpha_rarefaction_8818_6.txt	8818	6	54.33546	116.4596	96.64137	n/a	119.4428	67.93555	51.21718	46.23184	64.4354	58.92868	61.06021	102.4677	96.96245	65.71979	68.46546	57.20177	58.16016	46.00771	61.77272	55.60465	43.05869	56.07733	59.39277	46.99952	56.4184	53.94921	54.84369	55.26728	49.48978	61.40833	55.8085	56.25564	43.8432	n/a	59.23977	68.11525	56.76809	n/a	n/a	57.661	44.62728	63.31692	55.27932	n/a	n/a	n/a	61.68147	56.22141	52.09437	55.34424	60.17813	n/a	n/a	48.91652	58.9262	n/a	65.0039	61.98436	n/a	n/a	59.55828	61.85077	63.09122	n/a	50.83677	58.91748	62.54092	n/a	57.75068	60.9696	68.94602	61.28656	52.79827	57.32253	55.52985	n/a	n/a	55.20178	n/a	51.52503	n/a	n/a	61.8766	66.43496	49.4771	n/a	57.64141	55.93258	61.94763	n/a	51.19214	n/a	n/a	n/a	n/a	53.56645
alpha_rarefaction_8818_7.txt	8818	7	52.86567	118.52915	96.18312	n/a	110.05483	67.78991	49.04973	47.17801	64.2066	61.1375	60.85023	100.97385	99.54867	66.65659	67.25312	58.03555	58.54827	45.91031	60.7777	54.75126	43.18101	57.03368	58.50869	46.52685	57.53835	53.48469	54.36134	52.02667	50.34158	61.09189	56.5467	53.30524	45.53663	n/a	58.3044	68.70641	57.13957	n/a	n/a	57.19452	43.96436	63.29067	53.93368	n/a	n/a	n/a	60.54255	56.67944	53.33954	55.13103	60.98632	n/a	n/a	51.48948	59.6759	n/a	64.65063	62.48328	n/a	n/a	58.98032	60.41023	62.71335	n/a	51.69149	60.23324	62.43686	n/a	56.23633	61.24488	71.14969	61.11132	52.46715	56.79879	55.3542	n/a	n/a	55.18475	n/a	51.88747	n/a	n/a	61.2975	65.96186	48.80905	n/a	57.90767	55.21039	62.71825	n/a	51.16695	n/a	n/a	n/a	n/a	53.05163
alpha_rarefaction_8818_8.txt	8818	8	54.04468	117.39879	97.25423	n/a	118.50181	67.66446	49.68179	45.97354	66.81878	59.11778	60.788	101.95765	98.48313	66.04368	68.31022	57.48426	59.61137	45.72282	62.26616	55.53785	43.15362	57.54887	59.15791	46.60487	55.6711	52.97163	54.016	53.39408	49.0278	61.61071	56.43291	54.27804	45.9295	n/a	58.48411	66.75746	56.69988	n/a	n/a	57.31866	45.93479	62.71958	55.10401	n/a	n/a	n/a	61.1147	55.6091	52.93548	54.76496	60.40107	n/a	n/a	50.6004	59.67342	n/a	66.08976	61.93752	n/a	n/a	58.63403	62.46134	63.91445	n/a	51.77555	61.14924	64.01527	n/a	56.30596	62.52846	68.90876	61.82848	53.38258	58.15823	55.0879	n/a	n/a	54.61839	n/a	52.87182	n/a	n/a	60.67897	66.20651	49.10422	n/a	57.55067	56.26531	62.20125	n/a	51.18627	n/a	n/a	n/a	n/a	53.23453
alpha_rarefaction_8818_9.txt	8818	9	53.18138	116.94892	97.67529	n/a	113.41589	67.31104	50.67452	46.7133	65.77043	59.42371	62.23327	101.61943	97.26932	65.30724	68.17859	57.81517	59.3068	45.02618	61.32343	53.62059	43.70932	56.50179	59.16803	45.88372	56.2889	53.69788	54.36606	53.97892	50.5461	62.12291	55.78274	53.68251	44.88547	n/a	57.11444	67.16463	57.25466	n/a	n/a	57.71814	45.29222	64.10674	54.55448	n/a	n/a	n/a	62.12854	55.42327	51.82814	53.90566	59.90456	n/a	n/a	49.899	59.62813	n/a	66.17695	61.96096	n/a	n/a	59.21095	61.48436	62.26113	n/a	51.44651	60.05315	61.62207	n/a	54.5212	60.6736	69.50308	61.96421	52.58938	57.97207	54.49945	n/a	n/a	55.36164	n/a	51.94433	n/a	n/a	60.1084	65.95046	49.5	n/a	57.37539	57.52767	62.38079	n/a	51.71474	n/a	n/a	n/a	n/a	53.25667
alpha_rarefaction_10286_0.txt	10286	0	56.73024	126.36252	106.94705	n/a	125.44244	71.7362	52.64771	47.50427	67.61307	62.6355	62.49809	106.4137	105.84135	69.29039	71.54269	59.45549	60.25256	48.29928	66.2012	57.91453	46.24655	60.21242	61.96777	49.10188	58.97406	55.50534	56.56701	54.73484	52.21549	63.90635	58.68752	57.7258	49.08271	n/a	62.57443	70.98589	n/a	n/a	n/a	n/a	46.06248	66.68291	57.21863	n/a	n/a	n/a	64.95875	59.69126	54.62687	58.28282	61.66783	n/a	n/a	54.2282	62.1808	n/a	72.00486	65.91657	n/a	n/a	63.25657	64.60049	68.30428	n/a	53.8777	63.65397	65.43082	n/a	58.30825	64.43634	73.65146	64.9615	55.01794	60.00644	58.9555	n/a	n/a	n/a	n/a	54.6026	n/a	n/a	63.85169	69.65202	n/a	n/a	n/a	58.24525	n/a	n/a	52.88531	n/a	n/a	n/a	n/a	56.38667
